1,1,0,1,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,0,2,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,0,4,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,0,8,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,0,16,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,0,32,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,0,64,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,0,128,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,1,1,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,1,2,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,1,4,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,1,8,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,1,16,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,1,32,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,1,64,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,1,128,8200,2048,0.2498,0.2498,0.2498,1.9980
1,1,2,1,24584,2048,0.0833,0.0833,0.0833,0.6664
1,1,2,2,16392,2048,0.1249,0.1249,0.1249,0.9995
1,1,2,4,12296,2048,0.1666,0.1666,0.1666,1.3325
1,1,2,8,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,2,16,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,2,32,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,2,64,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,2,128,10248,2048,0.1998,0.1998,0.1998,1.5988
1,1,4,1,28680,2048,0.0714,0.0714,0.0714,0.5713
1,1,4,2,20488,2048,0.1000,0.1000,0.1000,0.7997
1,1,4,4,16392,2048,0.1249,0.1249,0.1249,0.9995
1,1,4,8,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,4,16,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,4,32,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,4,64,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,4,128,14344,2048,0.1428,0.1428,0.1428,1.1422
1,1,8,1,36872,2048,0.0555,0.0555,0.0555,0.4443
1,1,8,2,28680,2048,0.0714,0.0714,0.0714,0.5713
1,1,8,4,24584,2048,0.0833,0.0833,0.0833,0.6664
1,1,8,8,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,8,16,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,8,32,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,8,64,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,8,128,22536,2048,0.0909,0.0909,0.0909,0.7270
1,1,16,1,53256,2048,0.0385,0.0385,0.0385,0.3076
1,1,16,2,45064,2048,0.0454,0.0454,0.0454,0.3636
1,1,16,4,40968,2048,0.0500,0.0500,0.0500,0.3999
1,1,16,8,38920,2048,0.0526,0.0526,0.0526,0.4210
1,1,16,16,38920,2048,0.0526,0.0526,0.0526,0.4210
1,1,16,32,38920,2048,0.0526,0.0526,0.0526,0.4210
1,1,16,64,38920,2048,0.0526,0.0526,0.0526,0.4210
1,1,16,128,38920,2048,0.0526,0.0526,0.0526,0.4210
1,2,0,1,16395,2048,0.1249,0.1249,0.1249,0.9993
1,2,0,2,8203,2048,0.2497,0.2497,0.2497,1.9973
1,2,0,4,5130,2048,0.3992,0.3992,0.3992,3.1938
